epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,666.313,0.86416,1.11923,1.24418,0.68405,0.58718,0.64186,0.46575,0.93341,1.26815,1.3385,0.000764875,0.000764875,0.000764875
21,698.692,0.86481,1.07597,1.23339,0.62569,0.52599,0.56882,0.38692,0.99698,1.61057,1.42053,0.0007525,0.0007525,0.0007525
22,730.836,0.86108,1.07436,1.23966,0.61187,0.70986,0.69042,0.51338,0.88254,1.04825,1.31535,0.000740125,0.000740125,0.000740125
23,765.095,0.85016,1.03806,1.22694,0.68679,0.71462,0.71788,0.52896,0.8661,1.08224,1.29171,0.00072775,0.00072775,0.00072775
24,798.319,0.84835,1.0189,1.22274,0.70244,0.6453,0.68502,0.49282,0.93048,1.24916,1.3737,0.000715375,0.000715375,0.000715375
25,830.624,0.84812,1.04129,1.22066,0.74158,0.61519,0.70344,0.5136,0.89533,1.07138,1.33152,0.000703,0.000703,0.000703
26,862.724,0.8268,1.0032,1.21234,0.70018,0.57534,0.63709,0.45629,0.93124,1.36178,1.35961,0.000690625,0.000690625,0.000690625
27,895.304,0.82723,0.99335,1.20532,0.67429,0.66853,0.68757,0.50305,0.91699,1.23994,1.35116,0.00067825,0.00067825,0.00067825
28,927.754,0.80041,0.94924,1.19354,0.6407,0.6532,0.69616,0.52121,0.86533,1.15132,1.30332,0.000665875,0.000665875,0.000665875
29,960.222,0.82622,0.95938,1.20274,0.63404,0.67456,0.70574,0.52467,0.84868,1.22743,1.2844,0.0006535,0.0006535,0.0006535
30,992.639,0.78905,0.90344,1.17939,0.62975,0.70498,0.69468,0.50343,0.90433,1.02353,1.341,0.000641125,0.000641125,0.000641125
31,1024.9,0.81038,0.90515,1.18272,0.70305,0.64486,0.68059,0.50699,0.84565,1.05248,1.2587,0.00062875,0.00062875,0.00062875
32,1056.97,0.80003,0.9204,1.19618,0.66222,0.68126,0.70978,0.52531,0.846,1.08376,1.26338,0.000616375,0.000616375,0.000616375
33,1089.26,0.78844,0.90121,1.18771,0.68198,0.68569,0.71818,0.53052,0.85832,1.04727,1.27791,0.000604,0.000604,0.000604
34,1122.49,0.80164,0.8847,1.19181,0.70172,0.65976,0.69744,0.51213,0.88096,1.121,1.30665,0.000591625,0.000591625,0.000591625
35,1155.27,0.7716,0.86002,1.16467,0.67892,0.66612,0.711,0.52773,0.84237,1.07784,1.27766,0.00057925,0.00057925,0.00057925
36,1187.85,0.78405,0.85311,1.17503,0.71673,0.70857,0.74401,0.55845,0.84087,0.96858,1.25434,0.000566875,0.000566875,0.000566875
37,1220.3,0.75644,0.84779,1.15865,0.68338,0.69611,0.74363,0.55434,0.83334,0.9552,1.2625,0.0005545,0.0005545,0.0005545
38,1252.28,0.78405,0.88876,1.1766,0.80813,0.65146,0.75717,0.56686,0.83872,0.95754,1.27051,0.000542125,0.000542125,0.000542125
39,1285.3,0.74997,0.81935,1.15863,0.7387,0.73494,0.76407,0.56578,0.85303,0.90937,1.27742,0.00052975,0.00052975,0.00052975
40,1317.3,0.74427,0.79807,1.15769,0.7596,0.6782,0.72942,0.55131,0.82561,0.91229,1.24841,0.000517375,0.000517375,0.000517375
41,1349.18,0.75462,0.79151,1.16028,0.78193,0.63209,0.73924,0.55587,0.83395,0.8998,1.25983,0.000505,0.000505,0.000505
42,1381.17,0.74792,0.81591,1.16338,0.74199,0.67857,0.73677,0.55578,0.83564,0.95767,1.26472,0.000492625,0.000492625,0.000492625
43,1412.6,0.72952,0.78032,1.15305,0.73355,0.73507,0.76417,0.5799,0.81324,0.84194,1.25654,0.00048025,0.00048025,0.00048025
44,1444.89,0.75936,0.77522,1.15467,0.78121,0.63512,0.75231,0.56456,0.81891,0.90329,1.24097,0.000467875,0.000467875,0.000467875
45,1477.01,0.7314,0.76522,1.14205,0.69489,0.68767,0.73696,0.55429,0.81088,1.01986,1.25243,0.0004555,0.0004555,0.0004555
46,1509.42,0.72255,0.7587,1.14318,0.7677,0.73622,0.79781,0.61099,0.79092,0.80876,1.22955,0.000443125,0.000443125,0.000443125
47,1542.88,0.72345,0.74594,1.1332,0.74491,0.71139,0.78168,0.58954,0.79849,0.83472,1.23867,0.00043075,0.00043075,0.00043075
48,1574.43,0.70088,0.71856,1.12004,0.77486,0.69718,0.78238,0.58907,0.7979,0.89745,1.23764,0.000418375,0.000418375,0.000418375
49,1606.71,0.71839,0.74684,1.14102,0.73057,0.69005,0.73536,0.55861,0.80346,0.97593,1.23413,0.000406,0.000406,0.000406
50,1638.54,0.71788,0.72472,1.13041,0.7183,0.64105,0.73254,0.55381,0.82766,0.90475,1.26946,0.000393625,0.000393625,0.000393625
51,1670.2,0.69215,0.69358,1.11486,0.76316,0.72259,0.76804,0.58497,0.82056,0.82174,1.25103,0.00038125,0.00038125,0.00038125
52,1702.05,0.71937,0.71508,1.11943,0.72634,0.76237,0.77635,0.58702,0.78392,0.8114,1.22779,0.000368875,0.000368875,0.000368875
53,1733.74,0.71611,0.71349,1.13472,0.82539,0.63999,0.7629,0.58109,0.78492,0.86187,1.21173,0.0003565,0.0003565,0.0003565
54,1765.75,0.68701,0.67022,1.11372,0.78123,0.70872,0.80559,0.60974,0.77307,0.83491,1.21703,0.000344125,0.000344125,0.000344125
55,1797.81,0.68395,0.67825,1.11816,0.73437,0.763,0.79657,0.6022,0.79818,0.82921,1.24656,0.00033175,0.00033175,0.00033175
56,1829.81,0.67293,0.66761,1.10353,0.79831,0.70953,0.80938,0.61549,0.77057,0.76776,1.21482,0.000319375,0.000319375,0.000319375
57,1862.28,0.68049,0.64986,1.11359,0.71668,0.7612,0.78743,0.60401,0.77732,0.79835,1.22106,0.000307,0.000307,0.000307
58,1893.76,0.67058,0.64574,1.10742,0.70707,0.79042,0.79573,0.60854,0.77951,0.80603,1.22328,0.000294625,0.000294625,0.000294625
59,1926.01,0.65986,0.63757,1.10613,0.76604,0.73997,0.79389,0.60519,0.77576,0.81273,1.22013,0.00028225,0.00028225,0.00028225
60,1958.6,0.6678,0.63753,1.11132,0.75654,0.743,0.80811,0.61188,0.79072,0.76747,1.24871,0.000269875,0.000269875,0.000269875
61,1990.41,0.66692,0.63328,1.09431,0.77671,0.72242,0.79558,0.61383,0.77271,0.75871,1.2143,0.0002575,0.0002575,0.0002575
62,2022.58,0.65702,0.62731,1.09809,0.79606,0.72596,0.80036,0.61169,0.75615,0.77475,1.20243,0.000245125,0.000245125,0.000245125
63,2054.57,0.64053,0.60177,1.08162,0.74043,0.74209,0.77113,0.59284,0.76275,0.8076,1.20968,0.00023275,0.00023275,0.00023275
64,2086.66,0.65196,0.6137,1.091,0.80003,0.70338,0.80363,0.61618,0.77014,0.80631,1.22102,0.000220375,0.000220375,0.000220375
65,2119.03,0.64731,0.60044,1.09315,0.85606,0.70182,0.81438,0.62713,0.76979,0.73333,1.21911,0.000208,0.000208,0.000208
66,2151.68,0.6354,0.59266,1.08295,0.76937,0.79814,0.82536,0.63602,0.75119,0.73057,1.2007,0.000195625,0.000195625,0.000195625
67,2184.25,0.64491,0.5934,1.09056,0.78374,0.7413,0.8244,0.64157,0.73912,0.7471,1.18086,0.00018325,0.00018325,0.00018325
68,2217.23,0.63172,0.57836,1.08261,0.78246,0.73135,0.80291,0.62135,0.75957,0.74717,1.20428,0.000170875,0.000170875,0.000170875
69,2249.54,0.64011,0.58825,1.08755,0.82548,0.69871,0.8002,0.61563,0.75517,0.77108,1.20272,0.0001585,0.0001585,0.0001585
70,2281.14,0.62097,0.57404,1.07885,0.78293,0.7435,0.78976,0.60941,0.75854,0.78353,1.20906,0.000146125,0.000146125,0.000146125
71,2315.5,0.56483,0.50366,1.03749,0.78631,0.72249,0.78442,0.5967,0.7617,0.81041,1.21025,0.00013375,0.00013375,0.00013375
72,2345.47,0.54656,0.4672,1.03244,0.73669,0.77007,0.78999,0.60951,0.75054,0.77471,1.19554,0.000121375,0.000121375,0.000121375
73,2375.39,0.52106,0.44117,1.00565,0.73638,0.76932,0.79019,0.61175,0.75196,0.76061,1.20216,0.000109,0.000109,0.000109
74,2405.46,0.52567,0.43585,1.02711,0.78093,0.71006,0.78275,0.60438,0.73865,0.76892,1.18659,9.6625e-05,9.6625e-05,9.6625e-05
75,2434.09,0.51041,0.41939,1.00926,0.82288,0.6927,0.79464,0.61951,0.73406,0.74718,1.18228,8.425e-05,8.425e-05,8.425e-05
76,2463.37,0.51543,0.4226,1.0024,0.80797,0.70648,0.79131,0.61616,0.73121,0.74235,1.1835,7.1875e-05,7.1875e-05,7.1875e-05
77,2492.89,0.51371,0.41088,1.01122,0.78012,0.7311,0.80155,0.61728,0.73617,0.74102,1.18999,5.95e-05,5.95e-05,5.95e-05
78,2522.71,0.50011,0.40278,0.99883,0.79524,0.71995,0.8043,0.62281,0.73975,0.73128,1.19178,4.7125e-05,4.7125e-05,4.7125e-05
79,2553.48,0.49867,0.40004,1.00295,0.83709,0.70289,0.80825,0.62463,0.7391,0.73166,1.19284,3.475e-05,3.475e-05,3.475e-05
80,2583.04,0.50193,0.39747,0.99702,0.83068,0.70539,0.80334,0.62452,0.72854,0.73287,1.18142,2.2375e-05,2.2375e-05,2.2375e-05
